item,ans_ind,ans_text,ans_prop,state
75. What do you call the wheeled contraption in which you carry groceries at the supermarket?,g,supermarket trolley,0.51,CA
75. What do you call the wheeled contraption in which you carry groceries at the supermarket?,h,other,2.77,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,61.86,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,b,kitacorner,0.15,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,1.28,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,16.63,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,f,kitty wampus,0.1,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",13.96,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,h,I have no term for this,3.85,CA
76. What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,2.16,CA
77. What do you call the activity of driving around in circles in a car?,a,doing donuts,81.16,CA
77. What do you call the activity of driving around in circles in a car?,b,doing cookies,0.87,CA
77. What do you call the activity of driving around in circles in a car?,c,whipping shitties,0.38,CA
77. What do you call the activity of driving around in circles in a car?,d,other,17.59,CA
78. What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,48.77,CA
78. What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,7.14,CA
78. What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",41.88,CA
78. What do you call paper that has already been used for something or is otherwise imperfect?,d,other,2.21,CA
79. What is your *general* term for a big road that you drive relatively fast on?,a,highway,14.69,CA
79. What is your *general* term for a big road that you drive relatively fast on?,j,other,2.57,CA
79. What is your *general* term for a big road that you drive relatively fast on?,b,freeway,41.4,CA
79. What is your *general* term for a big road that you drive relatively fast on?,c,parkway,0.05,CA
79. What is your *general* term for a big road that you drive relatively fast on?,e,expressway,0.15,CA
79. What is your *general* term for a big road that you drive relatively fast on?,f,throughway/thru-way,0.1,CA
79. What is your *general* term for a big road that you drive relatively fast on?,g,a freeway is bigger than a highway,9.96,CA
79. What is your *general* term for a big road that you drive relatively fast on?,h,"a freeway is free (i.e., doesn't charge tolls); a highway isn't",0.92,CA
79. What is your *general* term for a big road that you drive relatively fast on?,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",30.15,CA
80. What do you call it when rain falls while the sun is shining?,a,sunshower,16.43,CA
80. What do you call it when rain falls while the sun is shining?,c,the devil is beating his wife,2.58,CA
80. What do you call it when rain falls while the sun is shining?,d,monkey's wedding,0.31,CA
80. What do you call it when rain falls while the sun is shining?,e,fox's wedding,0.36,CA
80. What do you call it when rain falls while the sun is shining?,f,pineapple rain,0.1,CA
80. What do you call it when rain falls while the sun is shining?,g,liquid sun,2.22,CA
80. What do you call it when rain falls while the sun is shining?,h,I have no term or expression for this,74.5,CA
80. What do you call it when rain falls while the sun is shining?,i,other,3.5,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",a,goose bumps,90.84,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",b,goose flesh,0.26,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",c,goose pimples,6.79,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",d,chill bumps,0.36,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",e,chill bugs,0.05,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",f,chilly bumps,0.05,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",g,cold-chill bumps,0.26,CA
"81. When you are cold, and little points of skin begin to come on your arms and legs, you have-",h,other,1.39,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",j,eye crunchie,0.16,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",k,eye crusties,2.18,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",l,sand,6.42,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",n,gunk,6.63,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",o,matter,0.62,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",p,I have no word for this,8.5,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",q,other,9.59,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",b,sleep,42.23,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",c,sleeper,2.75,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",d,sleepy,1.66,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",e,sleepies,4.72,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",f,sleepy seed,1.55,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",g,sleepy bugs,1.3,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",h,eye booger,11.19,CA
"82. What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?",i,eye shit,0.52,CA
83. What do you call an easy course?,a,gut,7.27,CA
83. What do you call an easy course?,b,crypt course,0.31,CA
83. What do you call an easy course?,c,crip course,1.23,CA
83. What do you call an easy course?,d,bird,1.73,CA
83. What do you call an easy course?,e,blow-off,17.32,CA
83. What do you call an easy course?,f,meat,0.55,CA
83. What do you call an easy course?,g,other,71.58,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,a,rotary,4.83,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,b,roundabout,36.81,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,c,circle,5.85,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,d,traffic circle,36.96,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,e,traffic circus,0.36,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,f,I have no word for this,12.37,CA
84. What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?,g,other,2.82,CA
85. What is the thing that women use to tie their hair?,a,(hair) elastic,6.46,CA
85. What is the thing that women use to tie their hair?,b,rubber band,38.12,CA
85. What is the thing that women use to tie their hair?,c,horsetail,0.16,CA
85. What is the thing that women use to tie their hair?,d,hair thing,12.92,CA
85. What is the thing that women use to tie their hair?,e,hair tie,20.66,CA
85. What is the thing that women use to tie their hair?,f,other,21.68,CA
86. Do you use the word cruller?,a,yes,17.56,CA
86. Do you use the word cruller?,b,"no, but I know what it means",44.82,CA
86. Do you use the word cruller?,c,I have no idea what this means,37.63,CA
"87. Do you use the term ""bear claw"" for a kind of pastry?",a,yes,83.45,CA
"87. Do you use the term ""bear claw"" for a kind of pastry?",b,"no, but I know what it means",14.44,CA
"87. Do you use the term ""bear claw"" for a kind of pastry?",c,I have no idea what this means,2.11,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,a,duck-footed,31.58,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,b,slue-footed,1.18,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,c,splay-footed,6.44,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,d,bow-legged,20.76,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,e,toed out,3.66,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,f,other,3.14,CA
88. What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?,g,I have no word for this,33.23,CA
"89. Can you call coleslaw ""slaw""?",a,yes,29.11,CA
"89. Can you call coleslaw ""slaw""?",b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",11.7,CA
"89. Can you call coleslaw ""slaw""?",c,no,51.75,CA
"89. Can you call coleslaw ""slaw""?",d,I have never heard that usage before,6.57,CA
"89. Can you call coleslaw ""slaw""?",e,other,0.87,CA
90. What do you call the box you bury a dead person in?,a,coffin,68.8,CA
90. What do you call the box you bury a dead person in?,b,casket,12.89,CA
90. What do you call the box you bury a dead person in?,c,"a coffin and a casket are not the same, and I know the difference",11.71,CA
90. What do you call the box you bury a dead person in?,d,other,6.6,CA
"91. Do you say ""vinegar and oil"" or ""oil and vinegar"" for the type of salad dressing?",a,vinegar and oil,8.03,CA
"91. Do you say ""vinegar and oil"" or ""oil and vinegar"" for the type of salad dressing?",b,oil and vinegar,82.13,CA
